onset	duration	concept	condition
2.680068	0.5	yoghurt 	subCR
5.739982	0.5	cigarette 	subMiss
15.288817	0.5	cricket 	subCR
21.338243	0.5	rat 	subCR
31.897134	0.5	cat 	subMiss
35.941873	0.5	canoe 	subHits
46.985639	0.5	lemonade 	subCR
57.034613	0.5	patridge 	subMiss
60.584276	0.5	trousers 	subCR
69.633405	0.5	mayonnaise 	subHits
77.182598	0.5	doorknob 	subHits
82.732121	0.5	seal 	subCR
89.781433	0.5	asparagus 	subFA
99.824355	0.5	millipede 	subFA
103.362782	0.5	leek 	subHits
109.402317	0.5	caterpillar 	subCR
114.948848	0.5	jacket 	subCR
125.027858	0.5	harmonica 	subHits
131.577225	0.5	shawl 	subHits
138.620953	0.5	whale 	subCR
142.166175	0.5	goat 	subHits
149.715434	0.5	lion 	subMiss
157.764554	0.5	chicken 	subCR
167.314882	0.5	squirrel 	subCR
175.862832	0.5	orchid 	subFA
180.412634	0.5	doll 	subCR
188.455726	0.5	finger 	subFA
191.501328	0.5	colander 	subHits
196.550839	0.5	mat 	subCR
206.099834	0.5	turnip 	subHits
217.148722	0.5	recorder 	subHits
221.198358	0.5	sultana 	subCR
229.747494	0.5	spider 	subHits
236.29681	0.5	gerbil 	subHits
239.840418	0.5	zebra 	subHits
246.885782	0.5	clam 	subCR
254.934872	0.5	otter 	subMiss
265.985824	0.5	bench 	subHits
271.028218	0.5	kiwi 	subMiss
275.572836	0.5	deer 	subFA
285.652202	0.5	peach 	subFA
295.2009	0.5	bolts 	subFA
302.750213	0.5	rose 	subCR
305.799822	0.5	raven 	subHits
312.349158	0.5	tent 	subHits
322.898178	0.5	grenade 	subHits
330.447279	0.5	stove 	subHits
334.496948	0.5	telephone 	subHits
345.540383	0.5	tulip 	subCR
351.085213	0.5	broccoli 	subFA
355.629794	0.5	beetle 	subFA
361.684099	0.5	wren 	subMiss
369.733211	0.5	grasshopper 	subCR
378.792321	0.5	table 	subCR
386.341457	0.5	llama 	subFA
395.890567	0.5	cake 	subHits
405.939582	0.5	dandelion 	subHits
413.988628	0.5	wheel 	subFA
417.038427	0.5	harp 	subHits
427.587337	0.5	typewriter 	subHits
434.63649	0.5	turkey 	subHits
445.685503	0.5	ball 	n/a
448.735035	0.5	motorcycle 	subHits
453.784667	0.5	box 	subHits
459.333907	0.5	monkey 	subCR
465.883351	0.5	kite 	subHits
476.432178	0.5	cloak 	subHits
481.976127	0.5	arrow 	subFA
492.520531	0.5	wallet 	subHits
497.56999	0.5	cod 	subMiss
506.119214	0.5	cider 	subMiss
510.668682	0.5	basket 	subHits
519.718897	0.5	balloon 	subHits
528.266786	0.5	rhubarb 	subHits
535.316175	0.5	accordion 	subFA
544.365128	0.5	tomato 	subFA
550.414538	0.5	chestnut 	subFA
559.463558	0.5	mackerel 	subHits
563.507049	0.5	prune 	subCR
568.052748	0.5	coat 	subHits
572.102541	0.5	scallop 	subMiss
578.65155	0.5	arm 	subHits
