onset	duration	concept	condition
2.672624	0.5	thumbs 	subMiss
5.731094	0.5	sardine 	subMiss
14.780299	0.5	rose 	subCR
20.35962	0.5	apron 	subHits
30.918606	0.5	tomato 	subHits
34.968182	0.5	hair 	subCR
45.517115	0.5	plate 	subCR
55.565936	0.5	cushion 	subCR
58.615813	0.5	lemonade 	subHits
67.1649	0.5	sunflower 	subHits
74.214075	0.5	clam 	subHits
79.757177	0.5	whisk 	subHits
86.297708	0.5	gin 	subHits
95.83666	0.5	cod 	subMiss
98.875516	0.5	parakeet 	subCR
104.421047	0.5	caravan 	subCR
109.964932	0.5	slug 	subMiss
119.509586	0.5	telephone 	subFA
125.552954	0.5	grasshopper 	subHits
132.602732	0.5	cheese 	subCR
136.142037	0.5	eye 	subCR
143.681028	0.5	yoghurt 	subHits
151.219623	0.5	flamingo 	subCR
160.265693	0.5	bear 	subHits
168.309108	0.5	trout 	subHits
172.348695	0.5	clarinet 	subCR
180.393297	0.5	spatula 	subHits
184.937595	0.5	canary 	subHits
194.481833	0.5	wheel 	subFA
205.030781	0.5	tank 	subMiss
208.574665	0.5	sofa 	subCR
217.113893	0.5	grater 	subFA
223.158874	0.5	dog 	subCR
226.708405	0.5	dishwasher 	subMiss
233.751299	0.5	sledge 	subCR
241.300549	0.5	seahorse 	subHits
252.345818	0.5	pineapple 	subHits
256.905342	0.5	frog 	subCR
260.954892	0.5	tray 	subHits
270.497874	0.5	spade 	subMiss
280.043342	0.5	corn 	subCR
287.092135	0.5	coat 	subCR
290.172115	0.5	sandwich 	subFA
296.721237	0.5	buggy 	subCR
306.77025	0.5	frisbee 	subHits
313.819417	0.5	lantern 	subFA
317.369055	0.5	comb 	subFA
327.918025	0.5	shawl 	subMiss
332.962116	0.5	rat 	subCR
337.506977	0.5	shotgun 	subCR
343.556272	0.5	peacock 	subFA
351.105567	0.5	saxophone 	subFA
359.654663	0.5	basket 	subCR
367.198807	0.5	salmon 	subHits
376.242925	0.5	bee 	subHits
386.291873	0.5	kingfisher 	subHits
394.335578	0.5	napkin 	subCR
404.880007	0.5	cannon 	subHits
411.423592	0.5	hoe 	subHits
422.468194	0.5	chair 	subMiss
427.517682	0.5	harmonica 	subCR
432.56716	0.5	lips 	subCR
438.616465	0.5	starling 	subMiss
448.665492	0.5	buttercup 	subMiss
453.715021	0.5	key 	subCR
463.758614	0.5	pistol 	subCR
468.803326	0.5	ant 	subCR
479.845872	0.5	orchid 	subHits
488.391472	0.5	landrover 	subCR
492.435224	0.5	daffodil 	subMiss
501.479933	0.5	squirrel 	subMiss
512.53876	0.5	trumpet 	subFA
520.587989	0.5	dress 	subHits
527.137333	0.5	typewriter 	subHits
536.186339	0.5	daisy 	subCR
542.229293	0.5	bath 	subMiss
550.768793	0.5	anchor 	subMiss
554.814491	0.5	parsley 	subMiss
559.358046	0.5	carp 	subFA
562.898234	0.5	dragonfly 	subHits
573.942406	0.5	razor 	subHits
580.486521	0.5	colander 	subHits
