onset	duration	concept	condition
2.679279	0.5	dishwasher 	subCR
5.73893	0.5	wren 	subMiss
14.788111	0.5	camera 	subMiss
20.337443	0.5	wallet 	subCR
30.891191	0.5	fridge 	subHits
34.930647	0.5	canary 	subHits
45.474795	0.5	cork 	subFA
55.523742	0.5	cherries 	subMiss
58.566961	0.5	limousine 	subFA
67.112579	0.5	doorknob 	subFA
74.161766	0.5	goat 	subCR
79.705248	0.5	wasp 	subMiss
86.250592	0.5	rollingpin 	subFA
95.799566	0.5	mug 	subMiss
98.843189	0.5	wheelchair 	subMiss
104.383112	0.5	orange 	subHits
109.928217	0.5	salmon 	subFA
119.477156	0.5	sweater 	subMiss
125.526469	0.5	asparagus 	subHits
132.576782	0.5	hammer 	subFA
136.125353	0.5	crayfish 	subHits
143.668079	0.5	bag 	subCR
151.243816	0.5	crocodile 	subCR
160.29289	0.5	beaver 	subCR
168.342126	0.5	robe 	subFA
172.391672	0.5	rattleske 	subCR
180.43447	0.5	marigold 	subCR
184.98048	0.5	pliers 	subHits
194.529466	0.5	jelly 	subCR
205.078283	0.5	lorry 	subCR
208.623019	0.5	caterpillar 	subHits
217.170638	0.5	toaster 	subFA
223.216446	0.5	chestnut 	subHits
226.76607	0.5	bouquet 	subHits
233.80924	0.5	telephone 	subCR
241.349351	0.5	spoon 	subMiss
252.387993	0.5	whale 	subHits
256.936137	0.5	violin 	subFA
260.97581	0.5	strainer 	subCR
270.521561	0.5	drum 	subCR
280.065154	0.5	millipede 	subFA
287.109839	0.5	beer 	subCR
290.189456	0.5	box 	subCR
296.73262	0.5	lettuce 	subHits
306.772022	0.5	anchor 	subHits
313.810826	0.5	ear 	subHits
317.356722	0.5	trumpet 	subFA
327.905735	0.5	cheetah 	subMiss
332.948739	0.5	ketchup 	subHits
337.489668	0.5	cello 	subHits
343.534071	0.5	tent 	subMiss
351.077928	0.5	apple 	subCR
359.622347	0.5	spear 	subCR
367.171634	0.5	sunflower 	subFA
376.220757	0.5	gunieapig 	subHits
386.270503	0.5	flute 	subHits
394.318915	0.5	avocado 	subFA
404.867761	0.5	apricot 	subHits
411.417231	0.5	bayonet 	subMiss
422.466028	0.5	mushroom 	subMiss
427.510435	0.5	housefly 	subCR
432.554905	0.5	eel 	subMiss
438.604435	0.5	candle 	subHits
448.653317	0.5	bicycle 	subHits
453.702952	0.5	truck 	subCR
463.751771	0.5	termite 	subCR
468.801308	0.5	sugar 	subHits
479.850111	0.5	harpoon 	subCR
488.399387	0.5	cod 	subCR
492.442121	0.5	otter 	subCR
501.48272	0.5	sink 	subMiss
512.526903	0.5	poppy 	subHits
520.576089	0.5	butterfly 	subHits
527.125378	0.5	shark 	subHits
536.169371	0.5	hair 	subCR
542.21393	0.5	gorilla 	subHits
550.763188	0.5	coconut 	subFA
554.812632	0.5	doughnut 	subMiss
559.362452	0.5	shotgun 	subCR
562.91183	0.5	mayonnaise 	subHits
573.960668	0.5	cloak 	subCR
580.509992	0.5	recorder 	subHits
