onset	duration	concept	condition
2.58186	0.5	daffodil 	subHits
5.631433	0.5	colander 	subFA
14.674607	0.5	trombone 	subFA
20.212555	0.5	cigarette 	subHits
30.753014	0.5	raft 	subFA
34.793258	0.5	barrel 	subHits
45.332469	0.5	gorilla 	subHits
55.370873	0.5	wren 	subFA
58.409677	0.5	tortoise 	subFA
66.95598	0.5	bookcase 	subFA
73.998543	0.5	armchair 	subHits
79.537024	0.5	sugar 	subFA
86.078038	0.5	marble 	subFA
95.622347	0.5	sheep 	subHits
98.671859	0.5	snail 	subMiss
104.215813	0.5	cup 	subHits
109.754264	0.5	beer 	subFA
119.299758	0.5	rattleske 	subCR
125.349126	0.5	butter 	subHits
132.398457	0.5	cage 	subHits
135.94253	0.5	willow 	subHits
143.481446	0.5	bat 	subHits
151.02041	0.5	raspberry 	subFA
160.065546	0.5	dolphin 	subFA
168.109209	0.5	currant 	subMiss
172.15431	0.5	recorder 	subHits
180.196579	0.5	umbrella 	subHits
184.736586	0.5	pear 	subHits
194.282057	0.5	pliers 	subCR
204.830929	0.5	fork 	subHits
208.373219	0.5	razor 	subFA
216.91282	0.5	sink 	subHits
222.952925	0.5	bullet 	subFA
226.49873	0.5	coffee 	subCR
233.541864	0.5	bouquet 	subHits
241.081128	0.5	caravan 	subHits
252.126099	0.5	cushion 	subCR
256.675581	0.5	brush 	subFA
260.718583	0.5	kangaroo 	subFA
270.258614	0.5	telephone 	subFA
279.80323	0.5	plum 	subFA
286.846043	0.5	mosquito 	subHits
289.885324	0.5	lantern 	subHits
296.424927	0.5	tarantula 	subHits
306.464244	0.5	dandelion 	subHits
313.504145	0.5	pickle 	n/a
317.049677	0.5	watermelon 	subHits
327.598283	0.5	garlic 	subHits
332.640669	0.5	doll 	subFA
337.180406	0.5	whisk 	subFA
343.220538	0.5	lemon 	subHits
350.765865	0.5	lily 	subMiss
359.308565	0.5	dress 	subHits
366.848887	0.5	grapefruit 	subHits
375.887615	0.5	penguin 	subHits
385.932274	0.5	pistol 	subCR
393.976157	0.5	truck 	subFA
404.51491	0.5	tuba 	subFA
411.059638	0.5	bath 	subHits
422.102497	0.5	harp 	subHits
427.141787	0.5	cucumber 	subMiss
432.182102	0.5	whisky 	subHits
438.221466	0.5	apple 	subHits
448.265846	0.5	flour 	subHits
453.315312	0.5	trout 	subHits
463.357426	0.5	penknife 	subFA
468.397392	0.5	orchid 	subCR
479.43676	0.5	flounder 	n/a
487.975361	0.5	rose 	subCR
492.015797	0.5	harmonica 	subHits
501.060406	0.5	canopener 	subCR
512.10931	0.5	robe 	subHits
520.152682	0.5	dove 	subMiss
526.691013	0.5	accordion 	subFA
535.736834	0.5	camel 	subFA
541.779869	0.5	onion 	subHits
550.320373	0.5	sledge 	subFA
554.364961	0.5	buckle 	subHits
558.907975	0.5	flute 	subFA
562.447362	0.5	pig 	subHits
573.492922	0.5	spatula 	subFA
